tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
5194,GLOBAL,1,1662,27.03333,69.75000,107,"Utsjoki, Kevo",Finland - previously Finland,2004,"Meteorological Institute Finland, (1966), Measurements of radiation and bright sunshine, Meteorological Yearbook of Finland, vol. 57 - 80, The Finish Meteorological Institute, Helsinki."
5195,DIFFUS,3,1662,27.03333,69.75000,107,"Utsjoki, Kevo",Finland - previously Finland,2004,"Meteorological Institute Finland, (1966), Measurements of radiation and bright sunshine, Meteorological Yearbook of Finland, vol. 57 - 80, The Finish Meteorological Institute, Helsinki."
5196,GLOBAL,1,2665,139.86667,36.55000,119,Utsunomiya,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5197,GLOBAL,1,2106,14.73333,56.93333,182,Vaexjoe / Kronoberg,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5198,DIFFUS,3,2106,14.73333,56.93333,182,Vaexjoe / Kronoberg,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5199,GLOBAL,1,4578,4.96667,44.90000,163,Valence-Chabeui,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5203,GLOBAL,1,3800,359.53333,39.50000,62,Valencia Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5200,GLOBAL,1,2460,359.61667,39.48333,23,Valencia (Spain),Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg. previous sgname without country sgcomment none"
5202,DIFFUS,3,2460,359.61667,39.48333,23,Valencia (Spain),Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg. previous sgname without country sgcomment none"
5201,GLOBAL,1,2628,292.06667,10.16667,430,Valencia (Venezuela),Venezuela,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg. previous sgname without country sgcomment none"
5204,GLOBAL,1,1335,349.75000,51.93333,30,Valentia,Ireland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5205,DIFFUS,3,1335,349.75000,51.93333,30,Valentia,Ireland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5207,GLOBAL,1,2629,289.43333,9.35000,628,Valera,Venezuela,,
5208,GLOBAL,1,2461,355.23333,41.65000,734,Valladolid,Spain,,
5209,DIFFUS,3,2461,355.23333,41.65000,734,Valladolid,Spain,,
5210,GLOBAL,1,2630,293.98333,9.21667,125,Valle de la Pascua,Venezuela,,
5211,GLOBAL,1,1472,289.23333,-28.60000,526,Vallenar,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5212,GLOBAL,1,983,288.40000,-33.03333,70,Valparaiso,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5213,GLOBAL,1,2894,288.51667,-33.03333,70,Valparaiso (USM),Chile,,"Sota, R.  (2006), Robitzsch measurements of global radiation al Valparaiso, email to H. Gilgen, data, April 2006."
5214,GLOBAL,1,934,102.26667,60.33333,259,Vanavara,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5215,DIRECT,2,934,102.26667,60.33333,259,Vanavara,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5216,DIFFUS,3,934,102.26667,60.33333,259,Vanavara,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5218,GLOBAL,1,441,236.75000,49.25000,87,Vancouver,Canada,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
5219,GLOBAL,1,2878,236.70000,49.25000,50,"Vancouver, British Columbia",Canada,,"Grimmond, C.S.B.  (1992), The suburban energy balance: methodological considerations and results for a mid-latitude West Coast city under winter and spring conditions, Int.J.Climatol., 12, 481-497."
5225,GLOBAL,1,4579,357.25000,47.63333,11,Vannes,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5226,GLOBAL,1,1181,27.91667,43.20000,14,Varna,Bulgaria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5227,GLOBAL,1,854,190.20000,66.21667,0,Velen,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5228,DIRECT,2,854,190.20000,66.21667,0,Velen,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5229,ABSORB,16,854,190.20000,66.21667,0,Velen,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5231,GLOBAL,1,1344,12.33333,45.50000,6,Venezia / Tessera,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5232,GLOBAL,1,929,133.38333,67.55000,137,Verkhoyansk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5233,DIRECT,2,929,133.38333,67.55000,137,Verkhoyansk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5234,DIFFUS,3,929,133.38333,67.55000,137,Verkhoyansk,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5242,GLOBAL,1,2085,10.86667,45.38333,67,Verona / Villafranca,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5243,GLOBAL,1,4580,3.38333,46.16667,249,Vichy-Charmeil,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
5244,GLOBAL,1,1359,12.21667,42.08333,262,Vigna di Valle,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5245,GLOBAL,1,2555,8.65000,41.91667,90,Vignola,France,,
5246,GLOBAL,1,3801,351.36667,42.21667,255,Vigo Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5247,DIFFUS,3,3801,351.36667,42.21667,255,Vigo Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5249,GLOBAL,1,2462,351.25000,42.60000,15,Vilanova-Arousa,Spain,,
5248,GLOBAL,1,3779,352.26667,41.31667,562,Vila Real,Portugal,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5250,GLOBAL,1,2107,18.35000,57.66667,51,Visby - Aerolog. Station,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5251,DIFFUS,3,2107,18.35000,57.66667,51,Visby - Aerolog. Station,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5252,GLOBAL,1,3780,352.11667,40.71667,644,Viseau,Portugal,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5253,GLOBAL,1,874,83.23333,17.71667,41,Vishakhapatnam,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5254,DIRECT,2,874,83.23333,17.71667,41,Vishakhapatnam,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5255,DIFFUS,3,874,83.23333,17.71667,41,Vishakhapatnam,India - previously India,1975,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5256,GLOBAL,1,2090,12.08333,42.43333,300,Viterbo,Italy,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5257,GLOBAL,1,2463,358.33333,42.86667,550,Vitoria,Spain,,
5258,GLOBAL,1,821,77.00000,79.50000,0,Vize Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5259,DIRECT,2,821,77.00000,79.50000,0,Vize Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5260,GLOBAL,1,947,131.90000,43.11667,138,Vladivostok,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5261,DIRECT,2,947,131.90000,43.11667,138,Vladivostok,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5262,DIFFUS,3,947,131.90000,43.11667,138,Vladivostok,Russian Federation - previously USSR,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5264,GLOBAL,1,1382,3.60000,51.45000,8,Vlissingen,Netherlands,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5265,GLOBAL,1,230,38.56667,-3.40000,560,Voi,Kenya,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
5266,GLOBAL,1,1468,106.86667,-78.45000,3488,Vostok,Antarctica - previously Antarctica - previously Antarctica,1983 - 1979,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5275,GLOBAL,1,853,182.50000,71.25000,0,Vrangelya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5276,DIRECT,2,853,182.50000,71.25000,0,Vrangelya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5277,DIFFUS,3,853,182.50000,71.25000,0,Vrangelya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5278,GLOBAL,1,826,80.50000,77.50000,0,Vyedineniya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5279,DIRECT,2,826,80.50000,77.50000,0,Vyedineniya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5280,ABSORB,16,826,80.50000,77.50000,0,Vyedineniya Island,Russian Federation - previously USSR,1992,"Chernigovskii, N.T., and M. S. Marshunova (1965),  Klimat Sovietskoi Arktiki, Gidrometeoizdat, Leningrad/Petrograd."
5283,GLOBAL,1,3785,359.48333,53.16667,73,Waddington,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
5284,GLOBAL,1,2534,30.36667,30.40000,49,Wadi  El-Natoun,Egypt,,
5285,DIFFUS,3,2534,30.36667,30.40000,49,Wadi  El-Natoun,Egypt,,
5286,GLOBAL,1,232,31.30000,21.83333,155,Wadi Halfa,Sudan - previously Sudan,2011,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
5282,GLOBAL,1,231,33.48333,14.40000,408,Wad Medani,Sudan - previously Sudan,2011,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
5288,GLOBAL,1,2867,5.65000,51.96667,7,Wageningen,Netherlands,,"de Bruin, H.A.R.  and others (1995), A series of global radiation at Wageningen for 1928-1992, Int. J. Climatol., 15, 1253-1272."
5291,GLOBAL,1,1112,147.45000,-35.15000,221,Wagga Wagga Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5292,DIRECT,2,1112,147.45000,-35.15000,221,Wagga Wagga Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5293,DIFFUS,3,1112,147.45000,-35.15000,221,Wagga Wagga Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5289,GLOBAL,1,3701,147.46000,-35.16000,221,Wagga Wagga AMO,Australia,,
5290,DIFFUS,3,3701,147.46000,-35.16000,221,Wagga Wagga AMO,Australia,,
5295,GLOBAL,1,884,136.90000,37.38333,5,Wajima,Japan,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5296,GLOBAL,1,2712,135.16667,34.23333,14,Wakayama,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5297,GLOBAL,1,1156,166.65000,19.28333,5,Wake Island,United States Minor Outlying Islands - previously Wake Island,1986,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5298,GLOBAL,1,2643,141.68333,45.41667,3,Wakkanai,Japan,,"Japan Meteorological Agency (1991), Global radiation data, Unpublished data."
5299,GLOBAL,1,1603,358.83333,51.60000,49,Wallingford,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
5301,GLOBAL,1,1114,148.88333,-36.18333,1311,Wambrook,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5302,GLOBAL,1,2848,108.35000,30.80000,0,Wanxian,China,,"China Meteorological Administration (2005), radiation data."
5303,DIFFUS,3,2848,108.35000,30.80000,0,Wanxian,China,,"China Meteorological Administration (2005), radiation data."
5305,GLOBAL,1,1604,357.81667,50.66667,10,Wareham,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
5306,GLOBAL,1,1389,20.98333,52.26667,130,Warszawa,Poland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5307,DIFFUS,3,1389,20.98333,52.26667,130,Warszawa,Poland,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5309,GLOBAL,1,1557,282.53333,38.98333,86,Washington D.C.,United States of America,,"Goldberg, B., and W. H. Klein (1971), Comparison of normal incident solar energy measurements at Washington, D.C., Sol. Energy, 13, 311-321."
5310,GLOBAL,1,3786,0.95750,52.11667,91,Wattisham,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"WMO OSCAR SURFACE for correction on 2021-APR-8, previous stxlon 359.03333 stlodir W stcomm WRDC"
5311,GLOBAL,1,1224,11.70000,48.40000,469,Weihenstephan,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
5312,DIFFUS,3,1224,11.70000,48.40000,469,Weihenstephan,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
5314,GLOBAL,1,2230,11.31667,50.98333,257,Weimar,Germany - previously German Democratic Republic - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
5315,GLOBAL,1,2838,104.25000,26.85000,0,Weining,China,,"China Meteorological Administration (2005), radiation data."
5316,DIFFUS,3,2838,104.25000,26.85000,0,Weining,China,,"China Meteorological Administration (2005), radiation data."
5318,GLOBAL,1,1221,10.96667,49.01667,428,Weissenburg,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
5319,GLOBAL,1,1570,9.83333,46.81667,2670,Weissfluhjoch,Switzerland,,"Robinson, G. D. (1964), Ann. Int. Geophys. Year, 32, 17-61; Ambrosetti, F., and P. Valko (1980), Strahlung: 2. Teil, Beiheft zu den Annalen der SMA, Klimatologie der Schweiz, Schweizerische Meteorologische Anstalt, Zürich."
5323,GLOBAL,1,1147,174.76667,-41.28333,126,Wellington / Kelburn,New Zealand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5324,DIFFUS,3,1147,174.76667,-41.28333,126,Wellington / Kelburn,New Zealand,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5328,GLOBAL,1,2003,357.90000,7.75000,339,Wenchi,Ghana,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
5329,GLOBAL,1,3812,103.83333,30.70000,539,Wenjiang,China,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
