station,lon,lat,elevation,start_year,end_year
Goma,29.23333,-1.66333,1555,1982,1984
Gonneville,358.55,49.65,134,2012,2021
Goodwin Creek,270.13333,34.25,98,1997,2021
Goodwin Creek (BSRN),270.13333,34.25,98,1995,2020
Goose,299.58333,53.31667,46,1960,1998
Gough Island,350.1196,-40.35,54,1969,1975
Gourdon,1.38333,44.73333,260,2016,2021
Graciosa Arpt,331.96667,39.1,25,2013,2019
Granada,356.36667,37.13333,687,2001,2021
"Granby, Grand Lake",254.15,40.23333,2542,1950,1958
Grand Junction / Walker Field,251.46667,39.11667,1481,1951,2000
Graz,15.45,46.98333,342,1964,2021
Grazzanise,14.06667,41.05,9,1989,2014
Great Falls,248.63333,47.48333,1118,1950,1994
Greensboro,280.05,36.08333,270,1951,1975
Grenada Airport,356.21667,37.18333,573,2003,2020
Grendon Underwood,358.98333,51.9,70,1964,1975
Grenoble -St Geoirs,5.3,45.35,384,2009,2021
Griffin,275.58333,33.23333,305,1950,1966
Griffith,146.05,-34.28333,131,1968,1980
Grimsel-Hospiz,8.33306,46.57139,1980,1989,2007
Grootfontein,25.03333,-31.48333,1271,1968,1976
Grossenzersdorf,16.56667,48.2,153,1984,2021
Grosseto,11.06667,42.75,7,2011,2013
Gruenow,13.93333,53.31667,55,1991,1991
Guam,144.83333,13.55,112,1978,1994
Guanare,290.26667,9.01667,163,1996,1998
Guangzhou,113.31667,23.13333,7,1961,2016
Guasdualito,289.2,7.23333,130,1996,1998
Guayacan,289.63333,-33.65,1060,1971,1973
Guelph,279.76667,43.51667,334,1960,1998
Gueret / St Laurent,1.95,46.16667,365,2012,2021
Guetsch ob Andermatt,8.61611,46.65333,2287,1981,2007
Guildford/Perth Airport,115.95,-31.93333,17,1953,1961
Guilin,110.3,25.31667,194,1961,2000
Guiria,297.68333,10.58333,13,1964,1998
Guiyang,106.71667,26.58333,1074,1961,2000
Gulu,32.33333,2.75,1104,1964,1976
Guoluo,100.25,34.46667,3719,1993,2000
Gura-Portitei,29.0,44.68333,2,2006,2021
Gurteen,351.91667,53.03333,76,2014,2021
Gurue,36.98333,-15.46667,734,1970,2003
Gushi,115.66667,32.16667,57,1961,2000
Guyuan,106.26667,36.0,1753,1985,2000
Hachijojima,139.78333,33.11667,151,1971,2002
Hachinohe,141.51667,40.53333,27,1973,2002
Haeju,125.7,38.03333,79,1965,1993
Haikou,110.35,20.03333,14,1961,2000
Hailaer,119.75,49.21667,610,1960,2000
Hailiutu,108.51667,41.56667,1288,1992,2000
Hakodate,140.75,41.81667,35,1961,2008
Halifax,296.41667,44.65,70,1964,1997
Hall Beach,278.75,68.78333,7,1970,1998
Halle / Saale,11.95,51.51667,96,1991,1998
Halley,333.1,-75.5,20,1986,1991
Halley Bay,333.3,-75.51667,28,1964,1968
Halls Creek Airport,127.65,-18.21667,410,1969,1991
Hamada,132.06667,34.9,19,1961,2002
Hamburg,10.11667,53.65,49,1949,2010
Hamburg UV-B,10.0,53.63333,14,1964,2021
Hami,93.51667,42.81667,737,1961,2000
Hangzhou,120.16667,30.23333,42,1961,2000
Hanoi,105.85,21.03333,5,1990,2001
Harare / Belvedere,31.01667,-17.83333,1472,1977,2005
Harbin,126.76667,45.75,142,1961,2016
Harzgerode,11.13333,51.65,404,1991,1998
Hatteras,284.45,35.26667,8,1950,2002
Havana,277.65,23.15,50,1964,1995
Hefei,117.23333,31.86667,28,1961,2000
Heihe,127.45,50.25,166,1961,2000
Heiligendamm,11.85,54.15,21,1964,1997
Helsinki - Airport,24.96667,60.31667,53,1971,2017
Helsinki-Ilmala,24.91667,60.2,45,1957,1991
Helsinki-Kaisaniemi,24.95,60.16667,9,1971,1980
Hemsby,1.68333,52.68333,13,1984,2000
Hidango,288.25,-34.1,296,1997,2003
Hikone,136.25,35.28333,87,1961,2008
Hilo,204.93333,19.71667,12,1961,1962
Hirado,129.55,33.36667,58,1961,1969
Hiroshima,132.46667,34.4,4,1961,2008
Hita,130.93333,33.31667,83,1961,1969
Hitoyoshi,130.75,32.21667,146,1962,1969
Ho,0.46667,6.66667,158,1964,1973
Hobart Airport,147.5,-42.83333,4,1967,1993
Hoburg,18.15,56.91667,34,2013,2021
Hoddesdon,0.0,51.78333,47,1964,1975
Hohenpeissenberg,11.01667,47.8,990,1953,2021
Hohhot,111.68333,40.81667,0,1959,1968
Hondarribia Arpt,358.21278,43.36056,4,2004,2020
Hondo,260.83333,29.35,285,1975,1976
Hongjia,121.41667,28.45,1,1992,2000
Hong Kong,114.16667,22.31667,65,1969,2005
Hongyuan,102.38333,32.8,5,1994,2000
Honolulu,202.08333,21.33333,5,1950,1980
Horta Observatory,331.36667,38.51667,60,2006,2020
Hotan,79.93333,37.13333,1375,1957,2000
Houma,111.36667,35.65,434,1961,2000
Hradec Kralove,15.85,50.25,241,1953,2021
Huancayo,284.66667,-12.11667,3380,1964,1983
Huayao,284.68333,-12.03333,3313,1986,1986
Hudeiba,33.93333,17.56667,350,1974,1992
Huelva,353.08333,37.28333,19,1996,2021
Huilo-Huilo,288.0,-39.81667,720,1969,1973
Hurbanovo,18.18333,47.86667,115,1981,2021
Hurguada,33.73333,27.28333,7,2007,2010
Husbands,300.4,13.1,42,1971,2021
Hyeres/Ile Levant,6.46667,43.03333,133,1977,1991
Iasi,27.63333,47.16667,90,1964,2021
Ibadan,3.83333,7.43333,213,1977,1977
Ibiza,1.36667,38.86667,10,1996,2021
Ifrane,354.88333,33.51667,1635,1958,1958
Iida,137.81667,35.51667,516,1961,1967
Iizuka,130.7,33.65,37,1961,1969
Ile d'Yeu,357.66667,46.7,32,1988,1991
Ilorin (BSRN),4.56667,8.53333,350,1992,2004
Indianapolis,273.71667,39.73333,246,1950,2000
Inhambane,35.38333,-23.86667,14,1964,2007
Innsbruck Airpt.,11.35,47.25,579,1969,2021
Innsbruck Univ.,11.4,47.26667,582,1969,1993
Inongo,18.26667,-1.96667,300,1979,1989
Inukjuak,281.88333,58.45,5,1972,1998
Inuvik,226.46667,68.31667,103,1960,1998
Invercargill,168.31667,-46.41667,2,1965,1991
Iqaluit,291.45,63.75,20,1973,1998
Iquique,289.85,-20.21667,8,1966,1973
Iringa,35.75,-7.66667,1426,1964,1976
Irkutsk,104.35,52.26667,467,1964,2021
Isachsen,256.46667,78.78333,25,1970,1998
Isfjord Radio,13.63333,78.06667,7,1951,1964
Ishigakijima,124.16667,24.33333,6,1964,2021
Ishigakijima (BSRN),124.16444,24.33667,0,2010,2022
Islamabad,73.1,33.61667,507,1990,2003
Istanbul/Gebze,29.43333,40.8,130,1983,1985
Ithaca,283.5,42.43333,180,1950,1969
Izana (BSRN),343.50083,28.30917,2373,2009,2022
Izanza,343.5,28.3,2400,2005,2021
Izmir,27.06667,38.43333,25,1983,1983
Izobamba,281.45,-0.36667,3058,1964,1967
Izuhara,129.3,34.2,4,1961,2008
Jerez,353.93333,36.73333,27,2003,2021
Jersey Is. (Airport),357.8,49.21667,84,1968,1999
Jerusalem,35.21667,31.78333,809,1953,1967
Jiamusi,130.28333,46.76667,81,1961,2000
Jianou,118.31667,27.05,0,1992,2000
Jinan,116.98333,36.68333,52,1961,2000
Jinghong,100.8,22.0,0,1961,2000
Jining,116.58333,35.45,0,1963,1990
Jinja,33.18333,0.45,1175,1966,1978
Jishou,109.73333,28.31667,207,1992,2000
Jiuquan,98.48333,39.76667,1477,1993,2000
Jodhpur,73.01667,26.3,217,1964,2021
Johnston,190.48333,16.73333,3,1975,1976
Johnstown Castle,353.5,52.3,62,2014,2021
Jokioinen,23.5,60.81667,104,1957,2017
Juba,31.6,4.86667,460,1957,1990
Jungfraujoch,7.96667,46.55,3576,1981,2021
Jyvaskyla-Airpt.,25.68333,62.4,141,1991,2017
Kadugli,29.71667,11.0,501,1973,1992
Kagoshima,130.55,31.56667,4,1961,2021
Kaitaia Obs.,173.26667,-35.13333,86,1990,1991
Kalemie,29.18333,-5.88333,790,1957,1965
Kalgoorlie Airp.,121.45,-30.76667,360,1979,2021
Kamina-Base,25.25,-8.63333,1120,1958,1960
Kampala/Kibera,32.61667,0.31667,1144,1959,1976
Kananga,22.41667,-5.88333,654,1957,1989
Kangnung,128.9,37.75,26,1986,2021
Kapuskasing,277.53333,49.41667,229,1960,1967
Karachi Airpt.,67.13333,24.9,22,1966,1995
Karasjok,25.51667,69.35,129,1951,1965
Karlstad,13.46667,59.36667,46,1983,2021
Kasama,31.13333,-10.21667,1384,1987,1991
Kasese,30.1,0.18333,959,1964,1978
Kashgar,75.98333,39.46667,1289,1957,2000
Kasprowy,19.98333,49.23333,1991,1964,1978
Kassel,9.45,51.3,237,1979,1998
Kaunas,23.88333,54.88333,73,1964,1993
Kayes,348.56667,14.43333,47,1980,1980
Kecskemet,19.76667,46.9,113,1964,1980
Kedougou,347.78333,12.56667,178,1982,1990
Keetmanshoop,18.11667,-26.56667,1064,1956,1976
Keflavik,337.41667,64.01667,10,1951,1953
Kekesteto,20.01667,47.86667,989,1964,1965
Kelibia,11.08333,36.85,30,2008,2008
Kensington,151.21667,-33.91667,500,1981,1982
Kentville,295.51667,45.06667,49,1960,1998
Keszthely Kec,17.23333,46.76667,128,1964,1965
Kew,359.68333,51.46667,5,1951,1980
Khabarovsk,135.16667,48.51667,87,1964,1996
Kharabo/Damascus,36.46667,33.5,620,1971,1974
Khartoum,32.55,15.6,380,1957,1963
Khormaksar,45.03333,12.81667,3,1964,1967
Khuzdar,66.63333,27.83333,1231,1996,2004
Kiev,30.45,50.4,121,1964,2021
Kiev-Borispol,30.96667,50.33333,121,1999,2003
Kigoma,29.63333,-4.88333,882,1970,1976
Kilimanjaro,37.06667,-3.41667,891,1971,1976
Kilkenny,352.73333,52.66667,64,1969,2009
Kimberley,24.76667,-28.8,1197,1954,1968
Kindu,25.91667,-2.95,515,1958,1983
King Edward Point,323.5,-54.28333,3,1973,1981
King's Park (Hong Kong),114.16667,22.31667,66,1984,2021
Kinshasa / Binza,15.25,-4.36667,445,1954,1989
Kiruna,20.23333,67.85,505,1952,2010
Kisangani,25.18333,0.51667,415,1954,1978
Kishinev/Chisinau,28.81667,47.0,205,2003,2021
Kisumu,34.75,-0.1,1157,1967,1993
Kisvarda Kapa,22.11667,48.23333,114,1964,1965
Kitale,35.0,1.01667,1890,1966,1993
Kitamiesashi,142.58333,44.93333,7,1974,2002
Kiyaka-Plateau,18.95,-5.26667,735,1959,1960
Klagenfurt,14.33333,46.65,452,1964,2021
Knob Lake,293.18333,54.8,513,1960,1965
Kobau Mt. Obs.,240.31667,49.11667,1862,1968,1980
Kobe,135.21667,34.7,5,1961,1973
Kochi,133.55,33.56667,1,1961,2008
Kodaikanal,77.46667,10.23333,2339,1964,2021
Kofu,138.55,35.66667,273,1973,2002
Koh Sichang,100.8,13.16667,25,1998,1998
Kolobrzeg,15.58333,54.18333,16,1964,2018
Kone,164.8362,-21.0513,7,2019,2021
Koning Boudewijn (Base Roi Baudouin),24.31667,-70.43333,39,1960,1966
Konstanz,9.18333,47.68333,450,1977,1993
Kopaonik,20.8,43.28333,1711,1981,1991
Koper,13.71667,45.55,33,1964,1974
Kosetice,15.08333,49.58333,534,1996,2021
Koszalin,16.15,54.2,33,2018,2021
Kota Bahru,102.28333,6.16667,5,1975,2009
Kota Kinabalu,116.05,5.93333,3,1989,2007
Kotelny Is.,137.9,76.0,11,1955,1994
Koumac,164.28333,-20.56667,18,1980,2021
Kourou,307.26667,5.2,12,2009,2012
Krenkel Observatory,58.05,80.61667,21,1958,1995
Krippenstein,13.68333,47.53333,2064,1964,1964
Krizevci,16.55,46.03333,155,1964,1971
Ksara,35.9,33.8,927,1957,1959
Kuala Lumpur / Sub.,101.55,3.11667,17,1973,2009
Kucharovice,16.08333,48.88333,334,1986,2021
Kuching,110.33333,1.48333,27,1987,2009
Kuibyshew,50.45,53.25,137,1964,1991
Kumagaya,139.38333,36.15,30,1961,1967
Kumamoto,130.7,32.81667,38,1961,2008
Kumasi,358.4,6.71667,283,1964,1989
Kunming,102.68333,25.01667,1891,1961,2016
Kupang,123.6,-10.15,20,1972,1972
Kuqa,82.9,41.8,0,1957,1990
Kurdjali,25.36667,41.65,240,1964,1977
Kutchan,140.75,42.9,176,1961,1973
Kuujjuaq / Fort Chimo,291.58333,58.1,36,1973,1998
Kwajalein (BSRN),167.73333,8.71667,10,1992,2017
Kyongsong,129.68333,41.68333,8,1965,1993
Kyoto,135.73333,35.01667,41,1961,1973
La Canada,288.35,10.51667,26,1996,1998
La Chaux-de-Fonds,6.79694,47.08556,1018,1981,2007
La Clementina,280.65,-1.66667,20,1966,1967
La Coruna,351.58333,43.36667,58,1995,2021
La Coruna Airport,351.63333,43.3,97,2004,2020
La Desirade Meteo,299.0,16.33333,27,2013,2021
La Dole,6.1,46.43333,1670,1981,2021
Lago Chapo,287.56667,-41.43333,247,1969,1973
Lago Laje,288.63333,-37.36667,1375,1969,1973
La Grande IV,286.33333,53.75,306,1988,2000
Lagun Invernada,289.55,-35.73333,1325,1969,1973
Lahore City,74.33333,31.55,214,1967,2007
Lake Charles,266.78333,30.11667,4,1950,2002
Lakeland,278.05,28.03333,82,1963,2000
Lamentin,299.0,14.6,3,1974,2021
Lamu,40.9,-2.26667,30,1971,1980
Lander / Hunt,251.26667,42.81667,1703,1950,1994
Langley Research Center (BSRN),283.61278,37.10389,3,2014,2022
Langres,5.33333,47.83333,467,2017,2021
Lanzhou,103.88333,36.05,1517,1959,2010
La Orchila,293.81667,11.8,3,1964,1980
La Paloma,288.96667,-30.68333,342,1971,1972
La Pesse,5.83333,46.3,1133,2013,2021
La Quiaca Obs.,294.4,-22.1,3459,2016,2021
Laramie (University of Wyoming),254.43333,41.3,2208,1958,1969
La Rochelle,358.85,46.15,4,1972,2021
La  Roche-Sur-Yon,358.61667,46.7,91,1985,2021
La Serena,288.75,-29.9,32,1971,1980
Las Melozes,289.8,-33.9,1527,1971,1973
Las Palmas Airport,344.8,27.93333,24,2004,2021
Las Vegas / McCarran,244.83333,36.08333,662,1950,1980
Lauder,169.68401,-45.038,370,1999,2005
Lauder (BSRN),169.68333,-45.05,350,1999,2020
La Union,272.11667,13.33333,95,1974,1979
Lautaro,289.98333,-27.96667,1200,1971,1973
Laval,359.26667,48.03333,96,2011,2021
Laverton,144.73333,-37.85,16,1968,1993
Learmonth Airport,114.08333,-22.23333,6,1986,2020
Le Luc,6.38333,43.36667,80,2011,2021
Le Mans,0.18333,47.93333,48,2010,2021
Lembang,107.61667,-6.83333,1310,1970,1972
Leon,354.35,42.58333,914,1997,2021
Le Port,55.28333,-20.95,9,2017,2021
Le Puy-Loudes,3.75,45.06667,833,2011,2021
Lerida,0.58333,41.61667,201,1996,2021
Lerwick,358.81667,60.13333,82,1952,2017
Lerwick (BSRN),358.81528,60.13889,80,2001,2017
"Les Avants, Montreux",6.94444,46.45556,988,1933,1947
Leshan,103.75,29.5,0,1973,1990
Lethbridge,247.2,49.63333,929,1960,1998
Le Touquet,1.61667,50.51667,5,2016,2021
Lexington,275.4,38.03333,301,1951,1969
Lhasa,91.13333,29.66667,3649,1961,2000
Lichinga,35.25,-13.28333,1365,1965,2008
Liepaja,21.02,56.48,4,2007,2021
Lijiang,100.21667,26.86667,2393,1961,2000
Lille-Lesquin,3.08333,50.56667,47,2011,2018
Limoges,1.28333,45.81667,282,1967,2021
Lincoln,263.3,40.81667,401,1950,1959
Lindenberg,14.11667,52.21667,98,1991,2021
Lindenberg (BSRN),14.11667,52.21667,125,1994,2020
Linguere,344.88333,15.38333,20,1983,1991
Lisboa,350.85,38.71667,77,1964,2013
Lisboa / Inst.Geofis.,350.85,38.71667,77,1964,2013
List,8.41667,55.01667,33,1972,1998
Little Rock,267.76667,34.73333,81,1951,1976
Livingstone,25.81667,-17.81667,986,1987,1991
Ljubljana / Bezigrad,14.51667,46.06667,299,1964,1991
Lleida,0.6,41.61667,201,1997,2007
Lliu-Lliu,288.6,-33.1,1000,1966,1966
Locarno-Monti,8.78333,46.16667,380,1938,2021
Lodwar,35.61667,3.11667,506,1965,2007
Logrono,357.6,42.46667,364,1981,2007
Logrono-Agoncillo,357.66667,42.45,353,1995,2021
London Weather C.,359.88333,51.51667,77,1958,2006
Longreach Airp.,144.26667,-23.43333,191,1968,2013
Lonquimay,288.75,-38.43333,900,1973,1973
Lorient-Lannbihoue,356.56667,47.75,45,2010,2021
Los Angeles,287.56667,-37.4,109,1951,2001
Los Angeles University,241.55,34.06667,40,1951,1969
Los Molles,289.58333,-30.75,2620,1966,1971
Los Rodeos,343.68333,28.46667,670,2007,2021
Louga,343.78333,15.61667,38,1980,1991
Luanda,13.21667,-8.81667,44,1957,1987
Lubumbashi,27.41667,-11.65,1260,1954,1975
Luedenscheid,7.63333,51.21667,465,1987,1998
Lugano,8.96028,46.00389,273,1981,2007
Luki-Colline,13.1,-5.61667,350,1959,1959
Lulea,22.13333,65.55,16,1965,2021
Lumbo,40.66667,-15.03333,15,1957,1988
Lund,13.21667,55.71667,73,1988,2021
Lunz am See,15.06667,47.85,615,1964,1968
Luohe,109.05,32.71667,0,1961,1990
Luonetjarvi,25.65,62.4,140,1958,1980
Lusaka City,28.31667,-15.41667,1283,1963,1998
Lushan,115.98333,29.58333,0,1961,1990
Lus La Croixhaute,5.7,44.66667,1059,2013,2016
Luso,19.91667,-11.78333,1328,1957,1974
Luxeuil,6.35,47.78333,271,2016,2021
Luzern,8.30056,47.03639,454,1981,2007
Luzhou,105.43333,28.83333,335,1984,2000
Lvsi,121.6,32.06667,6,1992,2000
Lvxian,118.83333,35.58333,107,1990,2000
Lwiro,28.13333,-2.05,1680,1957,1959
Lynn,289.05,42.48333,10,1950,1952
Lyon - Bron,4.93333,45.71667,197,2009,2021
Maastricht,5.78333,50.91667,114,1978,2015
Macau,113.55,22.2,57,1964,2021
Macguarie Is.,158.96667,-54.48333,6,1968,1993
Macon,4.8,46.3,218,1969,2021
Madison,270.66667,43.13333,263,1950,2006
Madras,80.18333,13.0,10,1957,2021
Madrid/Barajas Airport,356.45,40.45,582,2005,2020
Madrid -  Universitaet,356.28333,40.45,664,1981,2021
Maebashi,139.06667,36.4,112,1971,2002
Maizuru,135.31667,35.45,2,1961,2008
Majuro Atoll,171.38333,7.08333,5,1975,1976
Makurazaki,130.3,31.26667,30,1961,1967
Malaga,355.51667,36.71667,61,1996,2021
Malakal,31.65,9.55,390,1960,1986
Malange,16.36667,-9.55,1139,1957,1974
Malindi,40.1,-3.23333,20,1967,1990
"Malin Head,C.",352.66667,55.36667,25,1982,2021
Malwi,30.75,27.7,52,1999,2010
Manaus City,299.83333,-3.1,60,1990,1993
Mandera,41.86667,3.95,230,1966,1993
Mangalia,28.58333,43.81667,6,1967,1969
Manhattan (Kansas),263.41667,39.2,347,1958,1969
Maniquenique,33.53333,-24.73333,13,1969,1997
Mannheim,8.55,49.51667,106,1979,1998
Mansa,28.85,-11.1,1259,1987,1997
Maputo,32.6,-25.96667,70,1955,2011
Maputo / Benfica,32.56667,-25.91667,37,1975,1988
Maracaibo,288.4,10.65,40,1964,1993
Maracaibo-Chinita,288.26667,10.56667,66,1994,1998
Maracay,292.35,10.25,436,1964,1998
Marcaibo / La Chinita,288.26667,10.56667,66,1987,1998
Marignane,5.21667,43.43333,4,1980,2021
Marion Island,37.86667,-46.88333,22,1954,1975
Maripasoula,305.98333,3.63333,106,2013,2021
Marmul,55.18333,18.13333,269,1988,1991
Marseille / Marignane,5.23333,43.45,6,1980,2010
Masindi,31.71667,1.68333,1146,1964,1978
Masirah,58.9,20.66667,19,1988,1991
Maspalomas,344.05,27.83333,25,2003,2021
Matam,346.75,15.65,15,1983,1991
Matanuska,210.73333,61.56667,46,1954,1969
Matsue,133.06667,35.45,17,1961,1973
Matsumoto,137.96667,36.25,610,1972,2007
Matsuyama,132.78333,33.85,32,1961,2002
Maturin,296.81667,9.75,65,1964,1998
Maun,23.41667,-19.98333,945,1953,1963
Mauna Loa Obs.,204.41667,19.53333,3399,1958,1968
Mawson,62.88333,-67.6,15,1956,1976
Mazunga,29.86667,-21.71667,592,1963,1963
Mbandaka,18.26667,0.05,345,1955,1989
Mbarara,30.65,-0.61667,1412,1964,1976
Mbuji-Mayi,23.61667,-6.16667,677,1979,1979
Medenine,10.48333,33.35,117,2008,2008
Medford,237.13333,42.36667,405,1950,1980
Meekatharra Airp.,118.51667,-26.6,522,1987,1995
Melbourne,144.96667,-37.81667,38,1951,1986
Melbourne Airport,144.83333,-37.66667,132,1999,2020
"Mele,C.",8.16667,43.95,221,1964,2003
Melilla,357.05,35.28333,55,1997,2003
Melle,3.83333,50.98333,15,1968,2008
Melun,2.66667,48.6,91,2010,2021
Mende,3.45,44.53333,932,2010,2021
Mendosa,291.15,-32.88333,828,1968,1973
Mene-Grande,289.06667,9.81667,27,1996,1998
Mengzi,103.38333,23.38333,1300,1961,2000
Mercury/Desert-Rock,243.98333,36.61667,1007,1979,2021
Merida,288.83333,8.6,1479,1964,1998
Mersa-Matrouh,27.21667,31.33333,38,1981,2010
Messelmiyeh/Aleppo,37.21667,36.33333,620,1971,1979
Messina,15.55,38.2,59,1964,2006
Metz-Nancy-Lorraine Arpt,6.25,48.98333,260,2018,2021
Meythet,6.1,45.91667,458,2013,2016
Mfuwe,31.93333,-13.26667,568,1987,1991
Miami,279.71667,25.81667,8,1951,1980
Mianyang,104.68333,31.46667,471,1978,2000
Midland,257.81667,31.95,875,1954,2000
Mikolajki,21.58333,53.78333,140,1966,1978
Milano / Linate,9.28333,45.43333,103,1964,2013
Mildura Airp.,142.08333,-34.23333,51,1969,2013
Millau,3.01667,44.11667,715,1967,2021
Minamidaitojima,131.23333,25.83333,15,1961,2008
Minamitorishima,153.96667,24.3,8,1969,2021
Minamitorishima (BSRN),153.98333,24.28833,7,2010,2022
Mindelo,334.98333,16.88333,2,1957,1974
Minqin,103.08333,38.63333,1367,1961,2000
Mirny,93.0,-66.58333,40,1964,1985
Mississippi Valley State Univ.,269.45,35.83333,52,1985,2000
Mito,140.46667,36.38333,30,1961,1968
Miyako,141.96667,39.65,43,1961,2007
Miyakojima,125.28333,24.8,40,1961,2008
Miyakonojo,131.08333,31.73333,154,1961,1969
Miyazaki,131.41667,31.93333,9,1961,2008
Mizuho,44.33333,-70.7,2230,1972,1980
Mocamedes,12.15,-15.2,44,1958,1974
Mocuba,36.98333,-16.83333,134,1970,1985
Modena,10.95,44.65,64,1964,1970
Moenichkirchen,16.05,47.51667,955,1964,1970
Mohe,122.36667,53.46667,0,1993,2000
Mokpo,126.38333,34.78333,53,1986,2021
Mombasa Airport,39.61667,-4.03333,57,1964,1993
Momote (BSRN),147.425,-2.05806,6,1996,2013
"Momote, Manus Islands (BSRN)",147.71667,-2.1,6,1996,2004
Moncton,295.31667,46.11667,76,1960,1961
Mongu,23.15,-15.25,1053,1987,1989
Montauban,1.36667,44.01667,107,2009,2021
Mont-De-Marsan,359.5,43.91667,62,2009,2021
Monte Estoril,350.6,38.7,31,1964,1966
Montelimar,4.73333,44.58333,73,1994,2021
Monte Scuro,16.4,39.33333,1710,1989,2014
Montgomery / Dannelly,273.6,32.3,67,1977,1993
Montpellier,3.96667,43.58333,5,1975,2021
Montreal,286.38333,45.5,133,1960,1985
Montreal / Dorval Int. Airpt.,286.25,45.46667,31,1964,1998
Moor House,357.61667,54.68333,562,1971,1975
Moosonee,279.35,51.26667,10,1957,1995
Morioka,141.16667,39.7,155,1961,2008
Morogoro,37.65,-6.83333,526,1970,1974
Moscow,37.56667,55.75,187,1964,2021
Moscow Univ.,37.5,55.7,192,1971,2021
Mould Bay,240.66667,76.23333,15,1965,1998
Mount John,170.46667,-43.98333,1026,1966,1988
Mount Kenya,37.3,-0.06667,3678,2002,2006
Mount S.Angelo,15.95,41.7,838,2011,2015
Mt. Gambier  Airpt.,140.78333,-37.73333,65,1968,2006
Mt-St-Vincent,4.46667,46.61667,602,2013,2021
Mtwara,40.18333,-10.35,113,1969,1976
Mudaylif,41.05,19.53333,53,1970,1982
Muguga,36.63333,-1.21667,2096,1965,1973
Multan,71.43333,30.2,123,1964,1994
Murcia,358.83333,38.0,61,1981,2021
Muren,100.16667,49.63333,1288,1964,2021
Muresk,116.68333,-31.73333,173,1968,1972
Murmuntane,290.43333,-18.36667,3280,1966,1972
Muroran,140.98333,42.31667,40,1973,2002
Murotomisaki,134.18333,33.25,19,1961,1973
Musoma,33.8,-1.5,1147,1970,1973
Mwanza,32.91667,-2.46667,1139,1965,1976
Mylnefield,356.93333,56.45,30,1988,2010
Nagano,138.2,36.66667,418,1961,1966
Nagasaki,129.86667,32.73333,27,1961,2008
Nagchu,92.06667,31.48333,4507,1961,2000
Nagoya,136.96667,35.01667,51,1961,2008
Nagpur / Sonegaon,79.05,21.1,308,1964,2021
Naha,127.68333,26.23333,35,1961,2021
Nairobi,36.75,-1.3,1798,1956,1993
Nairobi Airport,36.91667,-1.31667,1624,1969,2007
Nakhon Phanom,104.33333,17.51667,140,1966,1970
Nakuru,36.06667,-0.26667,1871,1966,1993
Nampula,39.28333,-15.1,441,1965,2005
Namulonge,32.61667,0.53333,1148,1959,1978
Nanaimo (Departure Bay),236.05,49.21667,8,1959,1987
Nanchang,115.91667,28.6,47,1961,2000
Nanchong,106.08333,30.8,0,1973,1990
Nancy-Essey,6.21667,48.68333,225,1967,2021
Nandi,177.45,-17.75,16,1965,2021
Nanjing,118.8,32.0,9,1961,2000
Nanning,108.35,22.81667,73,1961,2000
Nantes,358.4,47.16667,27,1986,2021
Nanyang,112.58333,33.03333,129,1990,2000
Nanyuki,37.06667,0.01667,1947,1967,1974
Napoli,14.3,40.85,72,1964,1989
Napoli University,14.25,40.85,25,1964,1970
Nara,135.83333,34.7,104,1961,2008
Narok,35.83333,-1.13333,1890,1964,1993
Nashville / Metropolitan,273.31667,36.11667,180,1950,1994
Nauru (BSRN),166.91667,-0.51667,7,1998,2013
Navacerrada,356.0,40.8,1894,2012,2021
Navrongo,358.91667,10.88333,198,1965,1973
Naze,129.5,28.38333,3,1961,2008
Ndola,28.65,-13.0,1270,1987,1991
Nebeoka,131.65,32.58333,19,1961,1969
Negotin,22.55,44.23333,42,1964,1991
Nekhel,33.73333,29.9,401,2009,2017
Nelspruit,30.98333,-25.43333,671,1973,1976
Nemuro,145.58333,43.33333,26,1961,2010
Neubrandenburg,13.2,53.55,83,1991,1998
Neumayer,351.75,-70.65,40,1982,1992
Neuquen,291.86667,-38.95,270,1967,1972
Nevers-Marzy,3.1,46.98333,175,2017,2021
New Delhi / Safdarjung,77.2,28.58333,212,1957,2021
"Newport, Eppley Lab.",288.68333,41.5,15,1950,1969
New York,286.03333,40.78333,59,2002,2002
New York (Central Park),285.98333,40.7,57,1950,1975
Niamey,2.16667,13.48333,223,1959,1980
Nice,7.2,43.65,4,1967,2021
Niigata,139.05,37.91667,2,1972,2002
Nimes-Courbessac,4.4,43.85,59,2012,2021
Nioro du Rip,344.21667,13.73333,18,1988,1991
Niort,359.6,46.3,57,2009,2021
Nitchequon,289.1,53.2,536,1973,1998
Noirmoutier Is,357.66667,47.0,2,1985,1990
Norderney,7.15,53.71667,29,1966,1998
Nordeste,334.85,37.83333,251,2013,2015
Normandin,287.46667,48.85,137,1957,1998
Norman Wells,233.2,65.28333,67,1967,1998
Norrkoepping,16.25,58.58333,5,1988,2021
North Head (coordinates assumed!),260.0,50.0,0,1950,1952
North Littlerock Arpt,267.76667,34.73333,165,1964,1976
Nova Lisboa,15.83333,-12.73333,1700,1968,1974
Novi Sad,19.85,45.33333,84,1965,1972
Novolazarevskaya,11.83333,-70.76667,87,1964,1993
Nuernberg,11.08333,49.5,312,1976,1998
Nueva Conception,270.71667,14.13333,19,1971,1979
"Ny-Aalesund, Spitsbergen",11.93333,78.91667,12,1981,1987
